timestamp,source_ip,destination_ip,source_port,destination_port,protocol,action,bytes_sent,connection_state,country,city
2024-01-20 03:03:11.500,5.188.86.172,10.0.0.50,60066,817,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.550,5.188.86.172,10.0.0.50,44029,818,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.600,5.188.86.172,10.0.0.50,54203,819,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.650,5.188.86.172,10.0.0.50,54910,820,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.700,5.188.86.172,10.0.0.50,58568,821,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.750,5.188.86.172,10.0.0.50,51370,824,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.800,5.188.86.172,10.0.0.50,49450,826,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.850,5.188.86.172,10.0.0.50,43610,828,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.900,5.188.86.172,10.0.0.50,40273,829,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:11.950,5.188.86.172,10.0.0.50,56348,830,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.000,5.188.86.172,10.0.0.50,62463,831,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.050,5.188.86.172,10.0.0.50,44821,832,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.100,5.188.86.172,10.0.0.50,55280,833,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.150,5.188.86.172,10.0.0.50,62312,834,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.200,5.188.86.172,10.0.0.50,44922,835,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.250,5.188.86.172,10.0.0.50,57143,836,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.300,5.188.86.172,10.0.0.50,49495,837,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.350,5.188.86.172,10.0.0.50,60440,838,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.400,5.188.86.172,10.0.0.50,58289,839,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.450,5.188.86.172,10.0.0.50,61768,840,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.500,5.188.86.172,10.0.0.50,45328,841,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.550,5.188.86.172,10.0.0.50,49949,842,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.600,5.188.86.172,10.0.0.50,55952,844,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.650,5.188.86.172,10.0.0.50,49445,845,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.700,5.188.86.172,10.0.0.50,42117,847,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.750,5.188.86.172,10.0.0.50,49657,848,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.800,5.188.86.172,10.0.0.50,40510,849,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.850,5.188.86.172,10.0.0.50,54872,850,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.900,5.188.86.172,10.0.0.50,41341,851,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:12.950,5.188.86.172,10.0.0.50,47121,852,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.000,5.188.86.172,10.0.0.50,49273,854,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.050,5.188.86.172,10.0.0.50,59433,855,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.100,5.188.86.172,10.0.0.50,44044,856,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.150,5.188.86.172,10.0.0.50,41743,857,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.200,5.188.86.172,10.0.0.50,56002,858,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.250,5.188.86.172,10.0.0.50,50021,859,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.300,5.188.86.172,10.0.0.50,40166,860,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.350,5.188.86.172,10.0.0.50,54100,861,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.400,5.188.86.172,10.0.0.50,51542,862,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.450,5.188.86.172,10.0.0.50,61635,863,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.500,5.188.86.172,10.0.0.50,40021,864,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.550,5.188.86.172,10.0.0.50,41635,865,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.600,5.188.86.172,10.0.0.50,48238,866,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.650,5.188.86.172,10.0.0.50,44512,867,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.700,5.188.86.172,10.0.0.50,51475,868,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.750,5.188.86.172,10.0.0.50,49282,869,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.800,5.188.86.172,10.0.0.50,56449,871,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.850,5.188.86.172,10.0.0.50,61801,872,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.900,5.188.86.172,10.0.0.50,58374,873,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:13.950,5.188.86.172,10.0.0.50,45080,874,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.000,5.188.86.172,10.0.0.50,42818,876,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.050,5.188.86.172,10.0.0.50,63370,877,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.100,5.188.86.172,10.0.0.50,48869,878,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.150,5.188.86.172,10.0.0.50,44674,879,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.200,5.188.86.172,10.0.0.50,64020,880,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.250,5.188.86.172,10.0.0.50,46446,881,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.300,5.188.86.172,10.0.0.50,54157,883,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.350,5.188.86.172,10.0.0.50,59176,884,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.400,5.188.86.172,10.0.0.50,42644,885,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.450,5.188.86.172,10.0.0.50,49529,886,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.500,5.188.86.172,10.0.0.50,47171,887,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.550,5.188.86.172,10.0.0.50,41053,888,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.600,5.188.86.172,10.0.0.50,55505,889,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.650,5.188.86.172,10.0.0.50,51620,890,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.700,5.188.86.172,10.0.0.50,48150,891,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.750,5.188.86.172,10.0.0.50,62233,892,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.800,5.188.86.172,10.0.0.50,60874,893,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.850,5.188.86.172,10.0.0.50,52656,895,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.900,5.188.86.172,10.0.0.50,53846,896,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:14.950,5.188.86.172,10.0.0.50,53078,897,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.000,5.188.86.172,10.0.0.50,43215,898,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.050,5.188.86.172,10.0.0.50,48560,899,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.100,5.188.86.172,10.0.0.50,49896,900,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.150,5.188.86.172,10.0.0.50,59563,901,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.200,5.188.86.172,10.0.0.50,50182,903,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.250,5.188.86.172,10.0.0.50,45678,904,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.300,5.188.86.172,10.0.0.50,58478,905,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.350,5.188.86.172,10.0.0.50,54280,906,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.400,5.188.86.172,10.0.0.50,62246,907,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.450,5.188.86.172,10.0.0.50,50567,909,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.500,5.188.86.172,10.0.0.50,58945,911,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.550,5.188.86.172,10.0.0.50,44560,912,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.600,5.188.86.172,10.0.0.50,62391,914,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.650,5.188.86.172,10.0.0.50,46537,915,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.700,5.188.86.172,10.0.0.50,48192,916,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.750,5.188.86.172,10.0.0.50,44446,917,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.800,5.188.86.172,10.0.0.50,53641,918,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.850,5.188.86.172,10.0.0.50,58162,920,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.900,5.188.86.172,10.0.0.50,46537,921,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:15.950,5.188.86.172,10.0.0.50,49865,923,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.000,5.188.86.172,10.0.0.50,49994,925,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.050,5.188.86.172,10.0.0.50,42804,926,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.100,5.188.86.172,10.0.0.50,49743,927,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.150,5.188.86.172,10.0.0.50,58568,928,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.200,5.188.86.172,10.0.0.50,60588,929,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.250,5.188.86.172,10.0.0.50,55111,930,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.300,5.188.86.172,10.0.0.50,57885,931,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.350,5.188.86.172,10.0.0.50,46008,932,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.400,5.188.86.172,10.0.0.50,52319,933,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.450,5.188.86.172,10.0.0.50,54316,934,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.500,5.188.86.172,10.0.0.50,43147,935,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.550,5.188.86.172,10.0.0.50,44541,936,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.600,5.188.86.172,10.0.0.50,57254,938,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.650,5.188.86.172,10.0.0.50,54480,939,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.700,5.188.86.172,10.0.0.50,62745,940,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.750,5.188.86.172,10.0.0.50,50264,941,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.800,5.188.86.172,10.0.0.50,56509,942,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.850,5.188.86.172,10.0.0.50,62451,944,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.900,5.188.86.172,10.0.0.50,63350,945,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:16.950,5.188.86.172,10.0.0.50,51716,946,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.000,5.188.86.172,10.0.0.50,55347,947,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.050,5.188.86.172,10.0.0.50,51606,948,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.100,5.188.86.172,10.0.0.50,54013,949,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.150,5.188.86.172,10.0.0.50,55287,950,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.200,5.188.86.172,10.0.0.50,53779,952,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.250,5.188.86.172,10.0.0.50,53443,953,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.300,5.188.86.172,10.0.0.50,55115,954,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.350,5.188.86.172,10.0.0.50,40906,955,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.400,5.188.86.172,10.0.0.50,58314,956,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.450,5.188.86.172,10.0.0.50,40865,957,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.500,5.188.86.172,10.0.0.50,53792,958,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.550,5.188.86.172,10.0.0.50,42897,959,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.600,5.188.86.172,10.0.0.50,64767,960,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.650,5.188.86.172,10.0.0.50,44606,961,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.700,5.188.86.172,10.0.0.50,60159,962,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.750,5.188.86.172,10.0.0.50,49908,963,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.800,5.188.86.172,10.0.0.50,47951,964,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.850,5.188.86.172,10.0.0.50,59016,966,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.900,5.188.86.172,10.0.0.50,56783,967,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:17.950,5.188.86.172,10.0.0.50,52226,968,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.000,5.188.86.172,10.0.0.50,44170,969,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.050,5.188.86.172,10.0.0.50,60345,970,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.100,5.188.86.172,10.0.0.50,57801,971,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.150,5.188.86.172,10.0.0.50,58532,973,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.200,5.188.86.172,10.0.0.50,49612,974,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.250,5.188.86.172,10.0.0.50,41754,975,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.300,5.188.86.172,10.0.0.50,64750,976,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.350,5.188.86.172,10.0.0.50,52866,977,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.400,5.188.86.172,10.0.0.50,44126,978,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.450,5.188.86.172,10.0.0.50,53203,979,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.500,5.188.86.172,10.0.0.50,61957,980,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.550,5.188.86.172,10.0.0.50,40195,982,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.600,5.188.86.172,10.0.0.50,55165,983,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.650,5.188.86.172,10.0.0.50,56974,984,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.700,5.188.86.172,10.0.0.50,55080,986,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.750,5.188.86.172,10.0.0.50,41780,987,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.800,5.188.86.172,10.0.0.50,42774,988,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.850,5.188.86.172,10.0.0.50,41792,989,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.900,5.188.86.172,10.0.0.50,48853,990,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:18.950,5.188.86.172,10.0.0.50,61295,991,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.000,5.188.86.172,10.0.0.50,43507,992,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.050,5.188.86.172,10.0.0.50,50927,993,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.100,5.188.86.172,10.0.0.50,59475,995,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.150,5.188.86.172,10.0.0.50,43191,996,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.200,5.188.86.172,10.0.0.50,49521,997,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.250,5.188.86.172,10.0.0.50,58528,998,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.300,5.188.86.172,10.0.0.50,55776,999,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.350,5.188.86.172,10.0.0.50,62629,1000,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.400,5.188.86.172,10.0.0.50,50856,1001,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.450,5.188.86.172,10.0.0.50,41994,1003,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.500,5.188.86.172,10.0.0.50,43979,1004,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.550,5.188.86.172,10.0.0.50,64263,1005,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.600,5.188.86.172,10.0.0.50,59156,1006,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.650,5.188.86.172,10.0.0.50,62099,1007,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.700,5.188.86.172,10.0.0.50,56738,1008,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.750,5.188.86.172,10.0.0.50,64227,1009,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.800,5.188.86.172,10.0.0.50,63493,1010,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.850,5.188.86.172,10.0.0.50,41737,1011,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.900,5.188.86.172,10.0.0.50,62989,1012,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:19.950,5.188.86.172,10.0.0.50,46719,1014,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.000,5.188.86.172,10.0.0.50,56916,1015,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.050,5.188.86.172,10.0.0.50,44723,1016,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.100,5.188.86.172,10.0.0.50,58417,1017,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.150,5.188.86.172,10.0.0.50,64262,1018,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.200,5.188.86.172,10.0.0.50,56230,1019,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.250,5.188.86.172,10.0.0.50,44469,1020,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.300,5.188.86.172,10.0.0.50,47325,1021,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.350,5.188.86.172,10.0.0.50,62140,1022,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.400,5.188.86.172,10.0.0.50,60960,1023,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:03:20.450,5.188.86.172,10.0.0.50,45071,1024,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 04:03:45.000,10.0.1.189,10.0.0.50,14099,80,TCP,ALLOW,247,ESTABLISHED,India,Chennai
2024-01-20 04:54:59.000,10.0.0.164,10.0.0.50,63518,443,TCP,ALLOW,613,ESTABLISHED,India,Chennai
2024-01-20 05:30:42.000,10.0.4.195,10.0.0.50,19262,80,UDP,ALLOW,248,ESTABLISHED,India,Chennai
2024-01-20 07:56:35.000,10.0.4.115,10.0.0.50,49422,80,UDP,ALLOW,1341,ESTABLISHED,India,Chennai
2024-01-20 10:54:32.000,10.0.1.27,10.0.0.50,57462,80,UDP,ALLOW,1111,ESTABLISHED,India,Chennai
2024-01-20 11:36:11.000,10.0.5.41,10.0.0.50,39048,80,TCP,ALLOW,331,ESTABLISHED,India,Chennai
2024-01-20 12:59:47.000,10.0.5.40,10.0.0.50,17944,443,UDP,ALLOW,1435,ESTABLISHED,India,Chennai
2024-01-20 15:22:46.000,10.0.2.109,10.0.0.50,37224,443,UDP,ALLOW,636,ESTABLISHED,India,Chennai
2024-01-20 16:18:53.000,10.0.2.155,10.0.0.50,45505,22,TCP,ALLOW,142,ESTABLISHED,India,Chennai
2024-01-20 17:02:07.000,10.0.5.40,10.0.0.50,60808,443,UDP,ALLOW,1344,ESTABLISHED,India,Chennai
2024-01-20 17:29:39.000,10.0.5.88,10.0.0.50,5056,22,TCP,ALLOW,653,ESTABLISHED,India,Chennai
2024-01-20 18:10:03.000,10.0.3.140,10.0.0.50,11241,443,TCP,ALLOW,1307,ESTABLISHED,India,Chennai
2024-01-20 19:00:18.000,10.0.3.180,10.0.0.50,35685,8080,UDP,ALLOW,1187,ESTABLISHED,India,Chennai
2024-01-20 20:20:58.000,10.0.1.152,10.0.0.50,57423,8080,TCP,ALLOW,446,ESTABLISHED,India,Chennai
2024-01-20 22:50:20.000,10.0.3.7,10.0.0.50,58056,443,UDP,ALLOW,808,ESTABLISHED,India,Chennai
2024-01-20 22:51:49.000,10.0.5.88,10.0.0.50,20358,443,UDP,ALLOW,1171,ESTABLISHED,India,Chennai
2024-01-20 22:52:50.000,10.0.1.140,10.0.0.50,55070,8080,TCP,ALLOW,918,ESTABLISHED,India,Chennai
2024-01-20 23:15:32.000,10.0.4.2,10.0.0.50,33487,22,TCP,ALLOW,429,ESTABLISHED,India,Chennai
2024-01-20 23:41:50.000,10.0.2.24,10.0.0.50,26999,443,TCP,ALLOW,93,ESTABLISHED,India,Chennai
2024-01-20 23:51:50.000,10.0.1.23,10.0.0.50,46818,80,TCP,ALLOW,1339,ESTABLISHED,India,Chennai
2024-01-21 01:16:29.000,10.0.1.140,10.0.0.50,8909,80,UDP,ALLOW,417,ESTABLISHED,India,Chennai
2024-01-21 01:38:15.000,10.0.4.195,10.0.0.50,44836,22,UDP,ALLOW,1453,ESTABLISHED,India,Chennai
2024-01-21 05:47:45.000,10.0.4.72,10.0.0.50,18693,80,TCP,ALLOW,1103,ESTABLISHED,India,Chennai
2024-01-21 05:57:40.000,10.0.0.58,10.0.0.50,20384,22,TCP,ALLOW,777,ESTABLISHED,India,Chennai
2024-01-21 06:19:08.000,10.0.5.56,10.0.0.50,46995,8080,TCP,ALLOW,821,ESTABLISHED,India,Chennai
2024-01-21 11:01:35.000,10.0.4.223,10.0.0.50,21780,443,TCP,ALLOW,844,ESTABLISHED,India,Chennai
2024-01-21 11:27:35.000,10.0.4.208,10.0.0.50,17745,443,TCP,ALLOW,195,ESTABLISHED,India,Chennai
2024-01-21 11:34:00.000,10.0.5.207,10.0.0.50,49799,22,UDP,ALLOW,1199,ESTABLISHED,India,Chennai
2024-01-21 14:35:52.000,10.0.0.63,10.0.0.50,54394,443,UDP,ALLOW,385,ESTABLISHED,India,Chennai
2024-01-21 14:53:04.000,10.0.1.229,10.0.0.50,32621,8080,TCP,ALLOW,71,ESTABLISHED,India,Chennai
2024-01-21 16:14:47.000,10.0.0.7,10.0.0.50,49025,443,TCP,ALLOW,488,ESTABLISHED,India,Chennai
2024-01-21 18:01:15.000,10.0.3.51,10.0.0.50,50600,443,UDP,ALLOW,1142,ESTABLISHED,India,Chennai
2024-01-21 18:57:50.000,10.0.3.108,10.0.0.50,5382,443,UDP,ALLOW,402,ESTABLISHED,India,Chennai
2024-01-21 19:05:34.000,10.0.1.27,10.0.0.50,40368,8080,UDP,ALLOW,1065,ESTABLISHED,India,Chennai
2024-01-21 19:31:42.000,10.0.0.190,10.0.0.50,24182,80,TCP,ALLOW,722,ESTABLISHED,India,Chennai
2024-01-21 19:38:20.000,10.0.4.223,10.0.0.50,25721,80,TCP,ALLOW,228,ESTABLISHED,India,Chennai
2024-01-21 20:09:35.000,10.0.2.56,10.0.0.50,4740,80,TCP,ALLOW,899,ESTABLISHED,India,Chennai
2024-01-21 20:23:47.000,10.0.0.29,10.0.0.50,29318,22,TCP,ALLOW,147,ESTABLISHED,India,Chennai
2024-01-21 22:02:18.000,10.0.4.2,10.0.0.50,22743,8080,TCP,ALLOW,1466,ESTABLISHED,India,Chennai
2024-01-21 23:23:42.000,10.0.2.155,10.0.0.50,48616,443,UDP,ALLOW,1369,ESTABLISHED,India,Chennai
2024-01-21 23:54:02.000,10.0.2.109,10.0.0.50,48684,8080,TCP,ALLOW,508,ESTABLISHED,India,Chennai
2024-01-22 00:16:26.000,10.0.0.63,10.0.0.50,32933,22,TCP,ALLOW,146,ESTABLISHED,India,Chennai
